index;lat;lon;grad;dist;label
0;46.819867;9.347628;-5.250915762883804;66.65503995969266;
0;46.819889;9.348497;-6.957248630698405;54.619292793890054;
0;46.820181;9.348833;-6.951253977587732;50.35062754554383;
0;46.820492;9.348958;-1.3463662352105392;141.12059187988052;
0;46.820822;9.350874;3.041906156658554;108.48460899349448;
0;46.821423;9.351925;0.8353412830333541;59.85577513712269;
0;46.821785;9.352014;-6.382933805174296;50.1336861335767;
0;46.822186;9.352343;-5.85790369887481;63.162526907206484;
0;46.822404;9.353087;-3.5994233166235263;86.12490744511524;
0;46.822765;9.35423;-3.1112386805179693;93.21046367028612;
0;46.823148;9.355148;0.21872138896632623;137.16079685570003;
0;46.824249;9.355658;7.468206412754166;52.22137397460756;Trin Digg
0;46.824523;9.355056;2.1949600841979344;63.78248106099636;
0;46.825026;9.354589;8.833791326085667;55.468822152619396;
0;46.825276;9.35407;14.844458636477196;55.91312019695033;
0;46.825448;9.353326;14.52764032394686;101.1864258214664;
0;46.825949;9.352313;16.793473897990424;55.97412457421888;
0;46.826179;9.351643;-0.5872369571716748;153.2601088893971;
0;46.8267;9.350843;0.9972005494021232;90.25265785700685;
0;46.826179;9.351643;-16.872098428839095;59.86214484581433;
